Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR25070637,AMPLICON,602,28315672,PRJNA988238,SAMN36007587,Metagenome or environmental,16401435,OREGON STATE UNIVERSITY,2020-07,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX20824620,USA,North America,"USA: Corvallis\, OR",114_D82,Illumina MiSeq,rhizosphere,44.555881 N 123.214569 W,114_D82,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:20:00Z,1,114_D82,SRP446524
SRR25070638,AMPLICON,602,26520508,PRJNA988238,SAMN36007586,Metagenome or environmental,15136417,OREGON STATE UNIVERSITY,2020-07,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX20824619,USA,North America,"USA: Corvallis\, OR",102_OR5630,Illumina MiSeq,rhizosphere,44.555881 N 123.214569 W,102_OR5630,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:20:00Z,1,102_OR5630,SRP446524
SRR25070639,AMPLICON,602,27054482,PRJNA988238,SAMN36007585,Metagenome or environmental,15505046,OREGON STATE UNIVERSITY,2020-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX20824618,USA,North America,"USA: Corvallis\, OR",125_D119,Illumina MiSeq,rhizosphere,44.555881 N 123.214569 W,125_D119,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:20:00Z,1,125_D119,SRP446524
SRR25070640,AMPLICON,602,32314156,PRJNA988238,SAMN36007486,Metagenome or environmental,18268026,OREGON STATE UNIVERSITY,2020-07,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX20824617,USA,North America,"USA: Corvallis\, OR",38_D34,Illumina MiSeq,rhizosphere,44.555881 N 123.214569 W,38_D34,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:20:00Z,1,38_D34,SRP446524
SRR25070641,AMPLICON,602,22351658,PRJNA988238,SAMN36007584,Metagenome or environmental,12781136,OREGON STATE UNIVERSITY,2020-07,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX20824616,USA,North America,"USA: Corvallis\, OR",113_D82,Illumina MiSeq,rhizosphere,44.555881 N 123.214569 W,113_D82,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:20:00Z,1,113_D82,SRP446524
SRR25070642,AMPLICON,602,23574320,PRJNA988238,SAMN36007583,Metagenome or environmental,13555515,OREGON STATE UNIVERSITY,2020-07,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX20824615,USA,North America,"USA: Corvallis\, OR",101_OR5630,Illumina MiSeq,rhizosphere,44.555881 N 123.214569 W,101_OR5630,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:20:00Z,1,101_OR5630,SRP446524
SRR25070643,AMPLICON,602,17274390,PRJNA988238,SAMN36007582,Metagenome or environmental,10000930,OREGON STATE UNIVERSITY,2020-07,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX20824614,USA,North America,"USA: Corvallis\, OR",124_D119,Illumina MiSeq,rhizosphere,44.555881 N 123.214569 W,124_D119,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:20:00Z,1,124_D119,SRP446524
SRR25070644,AMPLICON,602,25826402,PRJNA988238,SAMN36007581,Metagenome or environmental,14904237,OREGON STATE UNIVERSITY,2020-07,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX20824613,USA,North America,"USA: Corvallis\, OR",112_D82,Illumina MiSeq,rhizosphere,44.555881 N 123.214569 W,112_D82,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:20:00Z,1,112_D82,SRP446524
SRR25070645,AMPLICON,602,33698756,PRJNA988238,SAMN36007580,Metagenome or environmental,19566498,OREGON STATE UNIVERSITY,2020-07,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX20824612,USA,North America,"USA: Corvallis\, OR",100_OR5630,Illumina MiSeq,rhizosphere,44.555881 N 123.214569 W,100_OR5630,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:20:00Z,1,100_OR5630,SRP446524
SRR25070646,AMPLICON,602,16452660,PRJNA988238,SAMN36007579,Metagenome or environmental,9486482,OREGON STATE UNIVERSITY,2020-07,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX20824611,USA,North America,"USA: Corvallis\, OR",123_D89,Illumina MiSeq,rhizosphere,44.555881 N 123.214569 W,123_D89,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:20:00Z,1,123_D89,SRP446524
SRR25070647,AMPLICON,602,26506662,PRJNA988238,SAMN36007578,Metagenome or environmental,15095225,OREGON STATE UNIVERSITY,2020-07,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX20824610,USA,North America,"USA: Corvallis\, OR",111_D6,Illumina MiSeq,rhizosphere,44.555881 N 123.214569 W,111_D6,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:20:00Z,1,111_D6,SRP446524
SRR25070648,AMPLICON,602,27268794,PRJNA988238,SAMN36007577,Metagenome or environmental,15269208,OREGON STATE UNIVERSITY,2020-07,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX20824609,USA,North America,"USA: Corvallis\, OR",99_D178,Illumina MiSeq,rhizosphere,44.555881 N 123.214569 W,99_D178,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:20:00Z,1,99_D178,SRP446524
SRR25070649,AMPLICON,602,32378570,PRJNA988238,SAMN36007576,Metagenome or environmental,18599558,OREGON STATE UNIVERSITY,2020-07,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX20824608,USA,North America,"USA: Corvallis\, OR",122_D89,Illumina MiSeq,rhizosphere,44.555881 N 123.214569 W,122_D89,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:20:00Z,1,122_D89,SRP446524
SRR25070650,AMPLICON,602,24724140,PRJNA988238,SAMN36007575,Metagenome or environmental,14083328,OREGON STATE UNIVERSITY,2020-07,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX20824607,USA,North America,"USA: Corvallis\, OR",110_D6,Illumina MiSeq,rhizosphere,44.555881 N 123.214569 W,110_D6,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:20:00Z,1,110_D6,SRP446524
SRR25070651,AMPLICON,602,25114838,PRJNA988238,SAMN36007485,Metagenome or environmental,14516493,OREGON STATE UNIVERSITY,2020-07,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX20824606,USA,North America,"USA: Corvallis\, OR",26_A116,Illumina MiSeq,rhizosphere,44.555881 N 123.214569 W,26_A116,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:20:00Z,1,26_A116,SRP446524
SRR25070652,AMPLICON,602,34420554,PRJNA988238,SAMN36007553,Metagenome or environmental,19253339,OREGON STATE UNIVERSITY,2020-07,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX20824605,USA,North America,"USA: Corvallis\, OR",82_C106,Illumina MiSeq,rhizosphere,44.555881 N 123.214569 W,82_C106,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:20:00Z,1,82_C106,SRP446524
SRR25070653,AMPLICON,602,29618400,PRJNA988238,SAMN36007552,Metagenome or environmental,17046966,OREGON STATE UNIVERSITY,2020-07,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX20824604,USA,North America,"USA: Corvallis\, OR",70_B22,Illumina MiSeq,rhizosphere,44.555881 N 123.214569 W,70_B22,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:20:00Z,1,70_B22,SRP446524
SRR25070654,AMPLICON,602,43366274,PRJNA988238,SAMN36007551,Metagenome or environmental,24976685,OREGON STATE UNIVERSITY,2020-07,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX20824603,USA,North America,"USA: Corvallis\, OR",58_D149,Illumina MiSeq,rhizosphere,44.555881 N 123.214569 W,58_D149,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:20:00Z,1,58_D149,SRP446524
SRR25070655,AMPLICON,602,37265004,PRJNA988238,SAMN36007550,Metagenome or environmental,21462905,OREGON STATE UNIVERSITY,2020-07,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX20824602,USA,North America,"USA: Corvallis\, OR",46_D17,Illumina MiSeq,rhizosphere,44.555881 N 123.214569 W,46_D17,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:20:00Z,1,46_D17,SRP446524
SRR25070656,AMPLICON,602,16506840,PRJNA988238,SAMN36007549,Metagenome or environmental,9446955,OREGON STATE UNIVERSITY,2020-07,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX20824601,USA,North America,"USA: Corvallis\, OR",34_BV,Illumina MiSeq,rhizosphere,44.555881 N 123.214569 W,34_BV,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:20:00Z,1,34_BV,SRP446524
SRR25070657,AMPLICON,602,34445236,PRJNA988238,SAMN36007548,Metagenome or environmental,19610123,OREGON STATE UNIVERSITY,2020-07,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX20824600,USA,North America,"USA: Corvallis\, OR",22_B21,Illumina MiSeq,rhizosphere,44.555881 N 123.214569 W,22_B21,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:20:00Z,1,22_B21,SRP446524
SRR25070658,AMPLICON,602,43357244,PRJNA988238,SAMN36007547,Metagenome or environmental,24819601,OREGON STATE UNIVERSITY,2020-07,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX20824599,USA,North America,"USA: Corvallis\, OR",10_A78,Illumina MiSeq,rhizosphere,44.555881 N 123.214569 W,10_A78,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:20:00Z,1,10_A78,SRP446524
SRR25070659,AMPLICON,602,40256944,PRJNA988238,SAMN36007546,Metagenome or environmental,23233992,OREGON STATE UNIVERSITY,2020-07,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX20824598,USA,North America,"USA: Corvallis\, OR",93_C121,Illumina MiSeq,rhizosphere,44.555881 N 123.214569 W,93_C121,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:20:00Z,1,93_C121,SRP446524
SRR25070660,AMPLICON,602,38703784,PRJNA988238,SAMN36007545,Metagenome or environmental,22145161,OREGON STATE UNIVERSITY,2020-07,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX20824597,USA,North America,"USA: Corvallis\, OR",81_C103,Illumina MiSeq,rhizosphere,44.555881 N 123.214569 W,81_C103,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:20:00Z,1,81_C103,SRP446524
SRR25070661,AMPLICON,602,29888698,PRJNA988238,SAMN36007482,Metagenome or environmental,17340559,OREGON STATE UNIVERSITY,2020-07,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX20824596,USA,North America,"USA: Corvallis\, OR",85_A107,Illumina MiSeq,rhizosphere,44.555881 N 123.214569 W,85_A107,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:20:00Z,1,85_A107,SRP446524
SRR25070662,AMPLICON,602,45818220,PRJNA988238,SAMN36007544,Metagenome or environmental,26350983,OREGON STATE UNIVERSITY,2020-07,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX20824595,USA,North America,"USA: Corvallis\, OR",69_A53,Illumina MiSeq,rhizosphere,44.555881 N 123.214569 W,69_A53,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:20:00Z,1,69_A53,SRP446524
SRR25070663,AMPLICON,602,40138952,PRJNA988238,SAMN36007543,Metagenome or environmental,23028069,OREGON STATE UNIVERSITY,2020-07,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX20824594,USA,North America,"USA: Corvallis\, OR",57_PR,Illumina MiSeq,rhizosphere,44.555881 N 123.214569 W,57_PR,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:22:00Z,1,57_PR,SRP446524
SRR25070664,AMPLICON,602,31074036,PRJNA988238,SAMN36007542,Metagenome or environmental,17427029,OREGON STATE UNIVERSITY,2020-07,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX20824593,USA,North America,"USA: Corvallis\, OR",45_C134,Illumina MiSeq,rhizosphere,44.555881 N 123.214569 W,45_C134,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:20:00Z,1,45_C134,SRP446524
SRR25070665,AMPLICON,602,18528958,PRJNA988238,SAMN36007541,Metagenome or environmental,10685676,OREGON STATE UNIVERSITY,2020-07,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX20824592,USA,North America,"USA: Corvallis\, OR",33_B180,Illumina MiSeq,rhizosphere,44.555881 N 123.214569 W,33_B180,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:20:00Z,1,33_B180,SRP446524
SRR25070666,AMPLICON,602,42629426,PRJNA988238,SAMN36007540,Metagenome or environmental,24384028,OREGON STATE UNIVERSITY,2020-07,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX20824591,USA,North America,"USA: Corvallis\, OR",21_A46,Illumina MiSeq,rhizosphere,44.555881 N 123.214569 W,21_A46,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:20:00Z,1,21_A46,SRP446524
SRR25070667,AMPLICON,602,27716682,PRJNA988238,SAMN36007539,Metagenome or environmental,15984613,OREGON STATE UNIVERSITY,2020-07,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX20824590,USA,North America,"USA: Corvallis\, OR",9_C87,Illumina MiSeq,rhizosphere,44.555881 N 123.214569 W,9_C87,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:20:00Z,1,9_C87,SRP446524
SRR25070668,AMPLICON,602,20978496,PRJNA988238,SAMN36007477,Metagenome or environmental,12147385,OREGON STATE UNIVERSITY,2020-07,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX20824589,USA,North America,"USA: Corvallis\, OR",25_A116,Illumina MiSeq,rhizosphere,44.555881 N 123.214569 W,25_A116,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:20:00Z,1,25_A116,SRP446524
SRR25070669,AMPLICON,602,27041840,PRJNA988238,SAMN36007494,Metagenome or environmental,15703944,OREGON STATE UNIVERSITY,2020-07,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX20824588,USA,North America,"USA: Corvallis\, OR",39_D34,Illumina MiSeq,rhizosphere,44.555881 N 123.214569 W,39_D34,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:20:00Z,1,39_D34,SRP446524
SRR25070670,AMPLICON,602,20122452,PRJNA988238,SAMN36007493,Metagenome or environmental,11160720,OREGON STATE UNIVERSITY,2020-07,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX20824587,USA,North America,"USA: Corvallis\, OR",27_A116,Illumina MiSeq,rhizosphere,44.555881 N 123.214569 W,27_A116,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:20:00Z,1,27_A116,SRP446524
SRR25070671,AMPLICON,602,46653194,PRJNA988238,SAMN36007492,Metagenome or environmental,26588536,OREGON STATE UNIVERSITY,2020-07,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX20824586,USA,North America,"USA: Corvallis\, OR",15_C45,Illumina MiSeq,rhizosphere,44.555881 N 123.214569 W,15_C45,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:20:00Z,1,15_C45,SRP446524
SRR25070672,AMPLICON,602,49017850,PRJNA988238,SAMN36007491,Metagenome or environmental,27905106,OREGON STATE UNIVERSITY,2020-07,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX20824585,USA,North America,"USA: Corvallis\, OR",3_B200,Illumina MiSeq,rhizosphere,44.555881 N 123.214569 W,3_B200,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:20:00Z,1,3_B200,SRP446524
SRR25070673,AMPLICON,602,43494500,PRJNA988238,SAMN36007490,Metagenome or environmental,24951826,OREGON STATE UNIVERSITY,2020-07,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX20824584,USA,North America,"USA: Corvallis\, OR",86_A107,Illumina MiSeq,rhizosphere,44.555881 N 123.214569 W,86_A107,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:20:00Z,1,86_A107,SRP446524
SRR25070674,AMPLICON,602,41109978,PRJNA988238,SAMN36007489,Metagenome or environmental,23518134,OREGON STATE UNIVERSITY,2020-07,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX20824583,USA,North America,"USA: Corvallis\, OR",74_B53,Illumina MiSeq,rhizosphere,44.555881 N 123.214569 W,74_B53,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:20:00Z,1,74_B53,SRP446524
SRR25070675,AMPLICON,602,24123344,PRJNA988238,SAMN36007611,Metagenome or environmental,14029132,OREGON STATE UNIVERSITY,2020-07,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX20824582,USA,North America,"USA: Corvallis\, OR",NANOPURE_Nanopure,Illumina MiSeq,Control,44.555881 N 123.214569 W,NANOPURE_Nanopure,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:21:00Z,1,NANOPURE_Nanopure,SRP446524
SRR25070676,AMPLICON,602,21898954,PRJNA988238,SAMN36007610,Metagenome or environmental,12484901,OREGON STATE UNIVERSITY,2020-07,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX20824581,USA,North America,"USA: Corvallis\, OR",PBUFFER_Pbuffer,Illumina MiSeq,Control,44.555881 N 123.214569 W,PBUFFER_Pbuffer,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:20:00Z,1,PBUFFER_Pbuffer,SRP446524
SRR25070677,AMPLICON,602,29354724,PRJNA988238,SAMN36007609,Metagenome or environmental,16674538,OREGON STATE UNIVERSITY,2020-07,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX20824580,USA,North America,"USA: Corvallis\, OR",3BF_3BF,Illumina MiSeq,Control,44.555881 N 123.214569 W,3BF_3BF,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:20:00Z,1,3BF_3BF,SRP446524
SRR25070678,AMPLICON,602,25448346,PRJNA988238,SAMN36007608,Metagenome or environmental,14304415,OREGON STATE UNIVERSITY,2020-07,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX20824579,USA,North America,"USA: Corvallis\, OR",2BF_2BF,Illumina MiSeq,Control,44.555881 N 123.214569 W,2BF_2BF,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:20:00Z,1,2BF_2BF,SRP446524
SRR25070679,AMPLICON,602,25025140,PRJNA988238,SAMN36007607,Metagenome or environmental,14232304,OREGON STATE UNIVERSITY,2020-07,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX20824578,USA,North America,"USA: Corvallis\, OR",1BF_1BF,Illumina MiSeq,Control,44.555881 N 123.214569 W,1BF_1BF,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:20:00Z,1,1BF_1BF,SRP446524
SRR25070680,AMPLICON,602,36352372,PRJNA988238,SAMN36007606,Metagenome or environmental,20840836,OREGON STATE UNIVERSITY,2020-07,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX20824577,USA,North America,"USA: Corvallis\, OR",132_B27,Illumina MiSeq,rhizosphere,44.555881 N 123.214569 W,132_B27,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:20:00Z,1,132_B27,SRP446524
SRR25070681,AMPLICON,602,34494600,PRJNA988238,SAMN36007605,Metagenome or environmental,19751247,OREGON STATE UNIVERSITY,2020-07,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX20824576,USA,North America,"USA: Corvallis\, OR",120_A131,Illumina MiSeq,rhizosphere,44.555881 N 123.214569 W,120_A131,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:21:00Z,1,120_A131,SRP446524
SRR25070682,AMPLICON,602,26634888,PRJNA988238,SAMN36007488,Metagenome or environmental,15509755,OREGON STATE UNIVERSITY,2020-07,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX20824575,USA,North America,"USA: Corvallis\, OR",62_A94,Illumina MiSeq,rhizosphere,44.555881 N 123.214569 W,62_A94,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:21:00Z,1,62_A94,SRP446524
SRR25070683,AMPLICON,602,35832846,PRJNA988238,SAMN36007604,Metagenome or environmental,20635583,OREGON STATE UNIVERSITY,2020-07,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX20824574,USA,North America,"USA: Corvallis\, OR",108_C76,Illumina MiSeq,rhizosphere,44.555881 N 123.214569 W,108_C76,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:20:00Z,1,108_C76,SRP446524
SRR25070684,AMPLICON,602,33508524,PRJNA988238,SAMN36007476,Metagenome or environmental,18906450,OREGON STATE UNIVERSITY,2020-07,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX20824573,USA,North America,"USA: Corvallis\, OR",13_C45,Illumina MiSeq,rhizosphere,44.555881 N 123.214569 W,13_C45,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:20:00Z,1,13_C45,SRP446524
SRR25070685,AMPLICON,602,41500676,PRJNA988238,SAMN36007475,Metagenome or environmental,23731083,OREGON STATE UNIVERSITY,2020-07,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX20824572,USA,North America,"USA: Corvallis\, OR",1_B200,Illumina MiSeq,rhizosphere,44.555881 N 123.214569 W,1_B200,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:22:00Z,1,1_B200,SRP446524
